"time_spent","position","dummy"
-0.0739503074848515,0.847457627118644,1
-0.208010876872074,0.915254237288136,1
-0.457721153069719,0.898305084745763,1
1.08814266562861,0.796610169491525,1
-0.28360844765875,0.949152542372881,1
-1.40147961770836,0.186440677966102,1
0.905280767035551,0.576271186440678,1
-0.559741842725726,0.677966101694915,1
-1.15645466924758,0.661016949152542,1
0.673923225959605,0.271186440677966,1
-0.0739503074848515,0.11864406779661,1
0.905280767035551,0.542372881355932,1
-0.808263956504668,0.423728813559322,1
-0.138419692873329,0.694915254237288,1
1.00147244640484,0.508474576271186,1
-0.808263956504668,0.0847457627118644,1
-0.675222917788265,0.135593220338983,1
0.465695107259555,0.271186440677966,1
-0.0739503074848515,0.0847457627118644,1
-0.559741842725726,0.711864406779661,1
-0.457721153069719,0.322033898305085,1
1.10449367099667,0.338983050847458,1
-0.965179761368209,0.508474576271186,1
1.98706377388168,0.0677966101694915,1
0.819920065877126,0.389830508474576,1
-0.675222917788265,0.864406779661017,1
-0.0739503074848515,0.288135593220339,1
0.530402602866798,0.220338983050847,1
0.23676885661708,0.830508474576271,1
0.465695107259555,0.491525423728814,1
-0.0739503074848515,0.847457627118644,1
0.530402602866798,0.406779661016949,1
-0.965179761368209,0.271186440677966,1
-0.808263956504668,0.898305084745763,1
-0.138419692873329,0.406779661016949,1
0.0951082405169302,0.694915254237288,1
-0.366348006188891,0.0338983050847458,1
-0.28360844765875,0.76271186440678,1
-0.0139002167505358,0.610169491525424,1
-0.675222917788265,0.11864406779661,1
-0.0139002167505358,0.728813559322034,1
2.52976465541272,0.457627118644068,1
0.0951082405169302,0.288135593220339,1
-0.208010876872074,0.23728813559322,1
1.63496745130507,0.101694915254237,1
-0.208010876872074,0.322033898305085,1
-0.808263956504668,0.661016949152542,1
-0.366348006188891,0.796610169491525,1
-0.0139002167505358,0.966101694915254,1
-0.457721153069719,0.169491525423729,1
-0.808263956504668,0.525423728813559,1
0.279320343349854,0.88135593220339,1
0.819920065877126,0.677966101694915,1
-0.965179761368209,0.813559322033898,1
-0.28360844765875,0.101694915254237,1
-0.0739503074848515,0.813559322033898,1
0.725339051337859,0.23728813559322,1
0.590659213647737,0.11864406779661,1
-0.366348006188891,0.593220338983051,1
-1.40147961770836,0.406779661016949,1
-0.675222917788265,0.796610169491525,1
-0.965179761368209,0.661016949152542,1
0.561048678676951,0.966101694915254,1
0.863639278099269,0.694915254237288,1
-0.559741842725726,0.11864406779661,1
-0.808263956504668,0.406779661016949,1
0.279320343349854,0.423728813559322,1
-0.366348006188891,0.508474576271186,1
-0.675222917788265,0.949152542372881,1
0.319901132695377,0.745762711864407,1
1.01950576714565,0.728813559322034,1
1.10449367099667,0.23728813559322,1
0.647038035927896,0.0677966101694915,1
1.13630799790543,0.305084745762712,1
-0.28360844765875,0.694915254237288,1
0.23676885661708,0.305084745762712,1
1.40352975421371,0.135593220338983,1
-2.30949863614571,0.474576271186441,1
-0.808263956504668,0.305084745762712,1
-0.559741842725726,0.203389830508475,1
-0.138419692873329,0.627118644067797,1
-0.457721153069719,0.983050847457627,1
0.395826374339755,0.220338983050847,1
-0.559741842725726,0.593220338983051,1
-0.366348006188891,0.627118644067797,1
-0.0739503074848515,0.355932203389831,1
0.279320343349854,0.711864406779661,1
-0.0139002167505358,0.101694915254237,1
-0.208010876872074,0.745762711864407,1
0.23676885661708,0.203389830508475,1
-0.675222917788265,0.322033898305085,1
-0.208010876872074,0.542372881355932,1
0.0951082405169302,0.406779661016949,1
-2.30949863614571,0.864406779661017,1
0.619301908887468,0.864406779661017,1
0.0422977801120294,0.186440677966102,1
-0.366348006188891,0.152542372881356,1
-0.28360844765875,0.288135593220339,1
0.797214431497212,0.779661016949153,1
0.0422977801120294,0.440677966101695,1
-0.0139002167505358,0.338983050847458,1
0.498645923233244,0.830508474576271,1
0.395826374339755,0.288135593220339,1
-0.0139002167505358,0.559322033898305,1
-0.808263956504668,0.101694915254237,1
0.647038035927896,0.491525423728814,1
-0.208010876872074,0.627118644067797,1
1.52184975068067,0.305084745762712,1
1.167007755569,0.423728813559322,1
1.08814266562861,0.76271186440678,1
-0.366348006188891,0.559322033898305,1
-0.0739503074848515,0.355932203389831,1
1.28006456956247,0.610169491525424,1
0.144916442270628,0.559322033898305,1
-0.0739503074848515,0.915254237288136,1
-0.28360844765875,0.11864406779661,1
2.20124282120632,0.593220338983051,1
0.797214431497212,0.220338983050847,1
0.842052263914238,0.898305084745763,1
0.925382301152743,0.728813559322034,1
-0.208010876872074,0.101694915254237,1
0.23676885661708,0.423728813559322,1
0.842052263914238,0.694915254237288,1
-1.40147961770836,0.288135593220339,1
-0.559741842725726,0.745762711864407,1
0.465695107259555,0.305084745762712,1
-0.28360844765875,0.661016949152542,1
-0.208010876872074,0.203389830508475,1
-0.965179761368209,0.220338983050847,1
-0.808263956504668,0.0677966101694915,1
-0.366348006188891,0.389830508474576,1
-0.208010876872074,0.491525423728814,1
-0.208010876872074,0.542372881355932,1
-0.138419692873329,0.474576271186441,1
-0.366348006188891,0.474576271186441,1
-0.208010876872074,0.322033898305085,1
0.0951082405169302,0.88135593220339,1
-0.457721153069719,0.88135593220339,1
0.819920065877126,0.423728813559322,1
0.700008141565277,0.0677966101694915,1
0.192045456141538,0.474576271186441,1
-0.208010876872074,0.457627118644068,1
0.144916442270628,0.864406779661017,1
-0.675222917788265,0.864406779661017,1
-0.965179761368209,0.372881355932203,1
-0.366348006188891,0.372881355932203,1
0.192045456141538,0.576271186440678,1
1.4374149723699,0.186440677966102,1
0.395826374339755,0.830508474576271,1
0.144916442270628,0.813559322033898,1
-0.366348006188891,0.254237288135593,1
-2.30949863614571,0.355932203389831,1
1.79607747922248,0.0508474576271186,1
-0.808263956504668,0.864406779661017,1
-0.675222917788265,0.796610169491525,1
-0.366348006188891,0.406779661016949,1
0.673923225959605,0.101694915254237,1
-0.138419692873329,0.389830508474576,1
-0.675222917788265,0.169491525423729,1
-0.559741842725726,0.372881355932203,1
-0.457721153069719,0.525423728813559,1
-0.808263956504668,0.677966101694915,1
0.0951082405169302,0.135593220338983,1
-1.15645466924758,0.305084745762712,1
-0.965179761368209,0.542372881355932,1
-0.138419692873329,0.525423728813559,1
-0.0739503074848515,0.932203389830508,1
0.319901132695377,0.559322033898305,1
0.925382301152743,0.338983050847458,1
0.590659213647737,0.0677966101694915,1
-0.808263956504668,0.288135593220339,1
-0.457721153069719,0.186440677966102,1
-1.15645466924758,0.898305084745763,1
0.395826374339755,0.508474576271186,1
1.77371941805532,0.101694915254237,1
1.66110423327002,0.101694915254237,1
1.26670473057769,0.271186440677966,1
0.619301908887468,0.0847457627118644,1
0.590659213647737,0.186440677966102,1
0.0951082405169302,0.423728813559322,1
0.842052263914238,0.169491525423729,1
-0.0739503074848515,0.254237288135593,1
-0.808263956504668,0.508474576271186,1
0.842052263914238,0.745762711864407,1
0.319901132695377,0.966101694915254,1
0.842052263914238,0.966101694915254,1
-0.366348006188891,0.338983050847458,1
0.192045456141538,0.0847457627118644,1
1.00147244640484,0.983050847457627,1
2.19192440842085,0.338983050847458,1
0.905280767035551,0.152542372881356,1
-0.28360844765875,0.711864406779661,1
-0.675222917788265,0.559322033898305,1
0.0951082405169302,0.745762711864407,1
1.00147244640484,0.559322033898305,1
0.358685712140334,0.423728813559322,1
-0.208010876872074,0.711864406779661,1
-0.675222917788265,0.186440677966102,1
0.144916442270628,0.186440677966102,1
1.05449598189273,0.966101694915254,1
0.905280767035551,0.779661016949153,1
1.30618836560903,0.220338983050847,1
0.395826374339755,0.389830508474576,1
-0.965179761368209,0.88135593220339,1
0.144916442270628,0.406779661016949,1
-0.675222917788265,0.220338983050847,1
-0.0739503074848515,0.491525423728814,1
-0.965179761368209,0.322033898305085,1
0.431456828749086,0.101694915254237,1
-0.559741842725726,0.508474576271186,1
-0.675222917788265,0.627118644067797,1
0.23676885661708,0.440677966101695,1
-0.965179761368209,0.745762711864407,1
-0.138419692873329,0.661016949152542,1
1.05449598189273,0.169491525423729,1
-0.0139002167505358,0.796610169491525,1
-0.675222917788265,0.11864406779661,1
-0.675222917788265,0.677966101694915,1
-1.15645466924758,0.644067796610169,1
-0.28360844765875,0.661016949152542,1
0.192045456141538,0.677966101694915,1
0.561048678676951,0.169491525423729,1
0.530402602866798,0.457627118644068,1
1.28006456956247,0.271186440677966,1
0.358685712140334,0.745762711864407,1
-0.457721153069719,0.932203389830508,1
0.863639278099269,0.11864406779661,1
0.619301908887468,0.355932203389831,1
-0.366348006188891,0.847457627118644,1
0.0422977801120294,0.288135593220339,1
-0.559741842725726,0.644067796610169,1
0.619301908887468,0.389830508474576,1
0.192045456141538,0.728813559322034,1
0.23676885661708,0.966101694915254,1
0.797214431497212,0.830508474576271,1
-0.208010876872074,0.338983050847458,1
0.279320343349854,0.593220338983051,1
-0.208010876872074,0.898305084745763,1
0.8847073230762,0.0847457627118644,1
-0.457721153069719,0.610169491525424,1
-0.138419692873329,0.406779661016949,1
-0.559741842725726,0.711864406779661,1
-0.0739503074848515,0.322033898305085,1
1.4374149723699,0.0847457627118644,1
-0.457721153069719,0.559322033898305,1
-0.0739503074848515,0.745762711864407,1
0.964252905615025,0.372881355932203,1
0.279320343349854,0.23728813559322,1
0.23676885661708,0.898305084745763,1
-0.208010876872074,0.152542372881356,1
-0.675222917788265,0.542372881355932,1
-0.457721153069719,0.135593220338983,1
1.23935809798789,0.406779661016949,1
0.590659213647737,0.491525423728814,1
0.797214431497212,0.203389830508475,1
0.144916442270628,0.372881355932203,1
0.319901132695377,0.76271186440678,1
0.797214431497212,0.728813559322034,1
1.74299274887127,0.152542372881356,1
-0.366348006188891,0.627118644067797,1
-0.28360844765875,0.372881355932203,1
2.57326680950708,0.627118644067797,1
2.24199136006669,0.474576271186441,1
0.358685712140334,0.813559322033898,1
-0.457721153069719,0.406779661016949,1
-0.208010876872074,0.305084745762712,1
0.0951082405169302,0.627118644067797,1
-0.457721153069719,0.406779661016949,1
-0.0739503074848515,0.644067796610169,1
-1.7428020471333,0.525423728813559,1
0.144916442270628,0.220338983050847,1
0.319901132695377,0.796610169491525,1
0.905280767035551,0.932203389830508,1
0.144916442270628,0.542372881355932,1
-1.40147961770836,0.220338983050847,1
-0.675222917788265,0.694915254237288,1
0.395826374339755,0.661016949152542,1
0.647038035927896,0.593220338983051,1
-0.457721153069719,0.661016949152542,1
0.192045456141538,0.135593220338983,1
1.40352975421371,0.915254237288136,1
0.925382301152743,0.220338983050847,1
0.319901132695377,0.186440677966102,1
0.192045456141538,0.220338983050847,1
-0.208010876872074,0.745762711864407,1
-0.559741842725726,0.745762711864407,1
-0.366348006188891,0.677966101694915,1
-0.0139002167505358,0.847457627118644,1
-0.0739503074848515,0.711864406779661,1
1.45929846803508,0.423728813559322,1
-0.208010876872074,0.898305084745763,1
0.0422977801120294,0.355932203389831,1
-0.28360844765875,0.152542372881356,1
1.05449598189273,0.457627118644068,1
1.51172967903847,0.338983050847458,1
-1.7428020471333,0.322033898305085,1
0.0951082405169302,0.949152542372881,1
-0.366348006188891,0.847457627118644,1
-1.15645466924758,0.813559322033898,1
0.192045456141538,0.76271186440678,1
-0.965179761368209,0.423728813559322,1
0.144916442270628,0.220338983050847,1
1.26670473057769,0.203389830508475,1
0.0422977801120294,0.593220338983051,1
-1.15645466924758,0.644067796610169,1
0.530402602866798,0.355932203389831,1
-0.208010876872074,0.76271186440678,1
0.797214431497212,0.288135593220339,1
0.647038035927896,0.0847457627118644,1
0.23676885661708,0.593220338983051,1
-0.559741842725726,0.847457627118644,1
1.72721575275658,0.728813559322034,1
0.319901132695377,0.525423728813559,1
-0.208010876872074,0.355932203389831,1
-2.30949863614571,0.203389830508475,1
-0.559741842725726,0.915254237288136,1
-0.965179761368209,0.101694915254237,1
0.925382301152743,0.610169491525424,1
-0.457721153069719,0.779661016949153,1
-0.559741842725726,0.169491525423729,1
-0.366348006188891,0.661016949152542,1
-0.808263956504668,0.0847457627118644,1
1.38018913458052,0.644067796610169,1
-0.559741842725726,0.593220338983051,1
-0.675222917788265,0.830508474576271,1
-0.457721153069719,0.542372881355932,1
-0.138419692873329,0.932203389830508,1
-0.208010876872074,0.76271186440678,1
-0.0139002167505358,0.542372881355932,1
-0.457721153069719,0.305084745762712,1
-0.457721153069719,0.23728813559322,1
0.590659213647737,0.0847457627118644,1
-0.138419692873329,0.966101694915254,1
0.279320343349854,0.898305084745763,1
0.530402602866798,0.593220338983051,1
-0.28360844765875,0.305084745762712,1
0.192045456141538,0.474576271186441,1
0.23676885661708,0.338983050847458,1
-2.30949863614571,0.271186440677966,1
0.279320343349854,0.745762711864407,1
0.395826374339755,0.338983050847458,1
-0.457721153069719,0.271186440677966,1
0.863639278099269,0.0677966101694915,1
-0.138419692873329,0.457627118644068,1
0.395826374339755,0.644067796610169,1
0.773904853584085,0.88135593220339,1
0.498645923233244,0.932203389830508,1
-2.30949863614571,0.288135593220339,1
-0.28360844765875,0.322033898305085,1
1.35620984208047,0.305084745762712,1
-0.0739503074848515,0.0847457627118644,1
-0.457721153069719,0.288135593220339,1
0.498645923233244,0.305084745762712,1
-0.138419692873329,0.457627118644068,1
-0.808263956504668,0.152542372881356,1
-0.675222917788265,0.457627118644068,1
0.498645923233244,0.542372881355932,1
0.619301908887468,0.627118644067797,1
1.47003865718016,0.389830508474576,1
-0.675222917788265,0.949152542372881,1
0.673923225959605,0.203389830508475,1
0.431456828749086,0.152542372881356,1
0.498645923233244,0.76271186440678,1
1.5802323843954,0.355932203389831,1
-0.675222917788265,0.898305084745763,1
0.0422977801120294,0.0338983050847458,1
2.39206324617547,0.11864406779661,1
-0.0139002167505358,0.0508474576271186,1
-0.0139002167505358,0.23728813559322,1
1.66110423327002,0.338983050847458,1
-0.28360844765875,0.457627118644068,1
-0.208010876872074,0.644067796610169,1
-0.675222917788265,0.847457627118644,1
0.192045456141538,0.508474576271186,1
0.0422977801120294,0.254237288135593,1
-0.808263956504668,0.389830508474576,1
0.647038035927896,0.355932203389831,1
0.561048678676951,0.915254237288136,1
-0.0139002167505358,0.898305084745763,1
-0.28360844765875,0.610169491525424,1
-0.675222917788265,0.644067796610169,1
0.619301908887468,0.423728813559322,1
0.8847073230762,0.661016949152542,1
-0.366348006188891,0.830508474576271,1
0.319901132695377,0.389830508474576,1
-0.0739503074848515,0.694915254237288,1
-0.808263956504668,0.474576271186441,1
-0.808263956504668,0.76271186440678,1
-0.28360844765875,0.305084745762712,1
0.395826374339755,0.949152542372881,1
-0.457721153069719,0.813559322033898,1
-0.965179761368209,0.966101694915254,1
3.00306364458871,0.661016949152542,1
0.358685712140334,0.186440677966102,1
-0.366348006188891,0.474576271186441,1
0.905280767035551,0.101694915254237,1
0.279320343349854,0.271186440677966,1
-0.28360844765875,0.23728813559322,1
0.8847073230762,0.491525423728814,1
0.0951082405169302,0.796610169491525,1
-0.559741842725726,0.983050847457627,1
-0.965179761368209,0.661016949152542,1
0.0951082405169302,0.491525423728814,1
0.590659213647737,0.610169491525424,1
-0.457721153069719,0.491525423728814,1
-0.457721153069719,0.864406779661017,1
1.60802716000263,0.135593220338983,1
0.0422977801120294,0.0847457627118644,1
0.0422977801120294,0.779661016949153,1
0.0951082405169302,0.186440677966102,1
0.498645923233244,0.271186440677966,1
-0.208010876872074,0.440677966101695,1
1.15179229585809,0.847457627118644,1
-0.208010876872074,0.932203389830508,1
0.192045456141538,0.542372881355932,1
0.619301908887468,0.271186440677966,1
-0.965179761368209,0.76271186440678,1
0.797214431497212,0.355932203389831,1
-0.0139002167505358,0.271186440677966,1
-0.457721153069719,0.610169491525424,1
-0.559741842725726,0.830508474576271,1
-0.808263956504668,0.728813559322034,1
-0.138419692873329,0.389830508474576,1
0.590659213647737,0.508474576271186,1
1.71921945215672,0.288135593220339,1
-0.965179761368209,0.508474576271186,1
-0.675222917788265,0.559322033898305,1
-0.808263956504668,0.559322033898305,1
1.44842502252511,0.779661016949153,1
-0.28360844765875,0.932203389830508,1
0.590659213647737,0.593220338983051,1
-0.675222917788265,0.254237288135593,1
0.0951082405169302,0.542372881355932,1
0.279320343349854,0.23728813559322,1
0.700008141565277,0.152542372881356,1
1.30618836560903,0.677966101694915,1
-0.808263956504668,0.88135593220339,1
-0.138419692873329,0.728813559322034,1
-0.808263956504668,0.542372881355932,1
0.431456828749086,0.474576271186441,1
0.498645923233244,0.338983050847458,1
-0.0139002167505358,0.152542372881356,1
0.395826374339755,0.694915254237288,1
0.23676885661708,0.966101694915254,1
-0.28360844765875,0.576271186440678,1
-0.208010876872074,0.11864406779661,1
2.46017347141397,0.677966101694915,1
0.905280767035551,0.288135593220339,1
-0.0739503074848515,0.677966101694915,1
-0.138419692873329,0.559322033898305,1
0.498645923233244,0.23728813559322,1
0.842052263914238,0.11864406779661,1
1.18196355308454,0.949152542372881,1
0.358685712140334,0.677966101694915,1
-0.559741842725726,0.474576271186441,1
-0.28360844765875,0.813559322033898,1
-0.675222917788265,0.627118644067797,1
-0.366348006188891,0.322033898305085,1
0.0422977801120294,0.220338983050847,1
1.00147244640484,0.254237288135593,1
0.590659213647737,0.779661016949153,1
0.144916442270628,0.559322033898305,1
-0.0739503074848515,0.813559322033898,1
-0.28360844765875,0.745762711864407,1
-2.30949863614571,0.0677966101694915,1
-0.0139002167505358,0.576271186440678,1
-0.808263956504668,0.864406779661017,1
-0.0739503074848515,0.355932203389831,1
1.93211892999148,0.644067796610169,1
-0.559741842725726,0.76271186440678,1
0.561048678676951,0.949152542372881,1
0.797214431497212,0.677966101694915,1
-0.808263956504668,0.576271186440678,1
-0.559741842725726,0.576271186440678,1
1.03717548798504,0.491525423728814,1
1.19666840252508,0.559322033898305,1
0.192045456141538,0.932203389830508,1
0.395826374339755,0.576271186440678,1
-0.138419692873329,0.220338983050847,1
-0.808263956504668,0.915254237288136,1
1.00147244640484,0.711864406779661,1
0.465695107259555,0.135593220338983,1
-0.675222917788265,0.254237288135593,1
0.797214431497212,0.423728813559322,1
-0.808263956504668,0.966101694915254,1
0.144916442270628,0.932203389830508,1
-0.138419692873329,0.322033898305085,1
-0.559741842725726,0.440677966101695,1
1.55152713934918,0.76271186440678,1
0.0422977801120294,0.186440677966102,1
-1.15645466924758,0.711864406779661,1
-0.965179761368209,0.305084745762712,1
0.700008141565277,0.677966101694915,1
-0.808263956504668,0.23728813559322,1
1.99296143049778,0.542372881355932,1
0.192045456141538,0.169491525423729,1
-0.366348006188891,0.779661016949153,1
-0.366348006188891,0.440677966101695,1
-0.457721153069719,0.0677966101694915,1
-0.28360844765875,0.338983050847458,1
1.25313807474294,0.355932203389831,1
0.358685712140334,0.440677966101695,1
0.561048678676951,0.0677966101694915,1
-0.808263956504668,0.644067796610169,1
-0.366348006188891,0.169491525423729,1
-0.457721153069719,0.559322033898305,1
-0.965179761368209,0.728813559322034,1
-0.0739503074848515,0.813559322033898,1
0.319901132695377,0.186440677966102,1
0.319901132695377,0.440677966101695,1
-0.0739503074848515,0.949152542372881,1
-1.7428020471333,0.525423728813559,1
0.0951082405169302,0.864406779661017,1
-0.0139002167505358,0.915254237288136,1
-0.138419692873329,0.101694915254237,1
-0.138419692873329,0.830508474576271,1
1.28006456956247,0.0508474576271186,1
-0.965179761368209,0.932203389830508,1
0.863639278099269,0.694915254237288,1
0.0422977801120294,0.474576271186441,1
0.395826374339755,0.152542372881356,1
0.725339051337859,0.440677966101695,1
1.73513975308475,0.288135593220339,1
-0.0139002167505358,0.88135593220339,1
-0.28360844765875,0.983050847457627,1
-0.559741842725726,0.677966101694915,1
-0.0139002167505358,0.23728813559322,1
0.590659213647737,0.847457627118644,1
-0.28360844765875,0.525423728813559,1
0.319901132695377,0.23728813559322,1
-0.28360844765875,0.593220338983051,1
-1.7428020471333,0.966101694915254,1
-0.138419692873329,0.457627118644068,1
-2.30949863614571,0.508474576271186,1
1.47003865718016,0.525423728813559,1
0.530402602866798,0.915254237288136,1
-0.808263956504668,0.745762711864407,1
-0.208010876872074,0.135593220338983,1
-0.208010876872074,0.847457627118644,1
0.619301908887468,0.11864406779661,1
0.319901132695377,0.203389830508475,1
0.279320343349854,0.593220338983051,1
-0.138419692873329,0.338983050847458,1
0.945033090026059,0.830508474576271,1
-0.675222917788265,0.779661016949153,1
0.192045456141538,0.661016949152542,1
1.07148078609283,0.389830508474576,1
-0.28360844765875,0.322033898305085,1
-1.15645466924758,0.220338983050847,1
0.192045456141538,0.305084745762712,1
0.0422977801120294,0.288135593220339,1
0.725339051337859,0.203389830508475,1
-0.675222917788265,0.491525423728814,1
0.0951082405169302,0.0847457627118644,1
-0.675222917788265,0.813559322033898,1
-0.675222917788265,0.932203389830508,1
-0.366348006188891,0.135593220338983,1
-0.0139002167505358,0.915254237288136,1
0.192045456141538,0.186440677966102,1
0.530402602866798,0.0508474576271186,1
0.530402602866798,0.271186440677966,1
0.192045456141538,0.711864406779661,1
0.797214431497212,0.525423728813559,1
-0.0139002167505358,0.779661016949153,1
-0.0739503074848515,0.576271186440678,1
0.905280767035551,0.338983050847458,1
-0.366348006188891,0.169491525423729,1
-0.0139002167505358,0.169491525423729,1
0.0951082405169302,0.728813559322034,1
0.863639278099269,0.423728813559322,1
-0.559741842725726,0.949152542372881,1
-0.28360844765875,0.491525423728814,1
0.144916442270628,0.694915254237288,1
0.498645923233244,0.898305084745763,1
-0.675222917788265,0.661016949152542,1
-0.28360844765875,0.661016949152542,1
-0.559741842725726,0.593220338983051,1
0.465695107259555,0.271186440677966,1
-0.675222917788265,0.627118644067797,1
0.0951082405169302,0.423728813559322,1
1.08814266562861,0.508474576271186,1
-1.40147961770836,0.0677966101694915,1
0.144916442270628,0.915254237288136,1
0.144916442270628,0.525423728813559,1
0.319901132695377,0.627118644067797,1
-0.28360844765875,0.0508474576271186,1
-0.457721153069719,0.830508474576271,1
-0.138419692873329,0.864406779661017,1
-0.28360844765875,0.847457627118644,1
-0.559741842725726,0.23728813559322,1
1.22535798451961,0.847457627118644,1
-0.28360844765875,0.23728813559322,1
-0.0739503074848515,0.135593220338983,1
-0.457721153069719,0.796610169491525,1
0.700008141565277,0.76271186440678,1
1.00147244640484,0.644067796610169,1
0.498645923233244,0.915254237288136,1
-0.559741842725726,0.440677966101695,1
1.28006456956247,0.254237288135593,1
-0.28360844765875,0.0508474576271186,1
2.73350591658869,0.372881355932203,1
0.498645923233244,0.169491525423729,1
0.358685712140334,0.423728813559322,1
2.33428385992273,0.559322033898305,1
0.0422977801120294,0.559322033898305,1
-0.808263956504668,0.440677966101695,1
-0.138419692873329,0.474576271186441,1
0.144916442270628,0.254237288135593,1
-0.0139002167505358,0.203389830508475,1
-0.138419692873329,0.745762711864407,1
0.23676885661708,0.779661016949153,1
-0.457721153069719,0.542372881355932,1
0.0951082405169302,0.0338983050847458,1
0.23676885661708,0.203389830508475,1
-0.559741842725726,0.0847457627118644,1
-0.366348006188891,0.610169491525424,1
-0.138419692873329,0.525423728813559,1
-0.559741842725726,0.932203389830508,1
0.797214431497212,0.169491525423729,1
-1.15645466924758,0.271186440677966,1
0.498645923233244,0.23728813559322,1
1.23935809798789,0.0677966101694915,1
0.192045456141538,0.88135593220339,1
1.08814266562861,0.254237288135593,1
-0.808263956504668,0.949152542372881,1
-0.675222917788265,0.711864406779661,1
0.0951082405169302,0.186440677966102,1
0.319901132695377,0.254237288135593,1
-0.675222917788265,0.203389830508475,1
-0.559741842725726,0.440677966101695,1
1.40352975421371,0.694915254237288,1
-0.0739503074848515,0.576271186440678,1
-0.675222917788265,0.796610169491525,1
